Services,Department,service_url,Sector,nesda_parameter,X1..Existence.of.the.service.link.in.state.portal.or.national.services.portal,X2..Is.service.available.both.in.English.and.local.language,X3..Information.about.the.eGovernment.IT.department..respective.department,X4..Contact.Information.of.government.officials..agency.responsible.for.the.provision.of.specific.online.services.queries,X5...Existence.of.a.separate..Contact.Us..section,X6...Availability.of.downloadable.forms.for.provisioning.of.services.which.cannot.be.submitted.online,X7...Availability.of.multiple.navigation.routes.for.services.and.information..like.A.to.Z.services.Index..Category.wise.service.groups..etc...,X8...Does.the.web.page.provide.any.service.delivery.charters.which.are.published,X9...Availability.of.feature.for.users.to.create.personal.login.profiles.OR.sign.in.through.an.integrated.authentication.initiative.such.as.Aadhaar,X10...Availability.of.promotional.campaigns.to.avail.eServices,X11...Are.details.to.avail.the.service.across.channels..portal..mobile..Kiosk..others...available.online.,X12...Availability.of.facility.for.users.to.register..log.in.online,X13...For.registered.users..is.there.provision.for.the.user.to.check.details.of.previously.availed.services..transaction.history.etc..,X14...Has.the.website.been.designed.using.auto.format.to.adjust.to.various.mobile.devices.like.tab..iPad..mobile.phones.etc..,X15...Availability.of.information.about.compatible.browsers.and.best.screen.resolutions,X16...Availability.of.features.to.enable.access.to.portal.for.people.with.visual.audio.motor.disabilities,X17...Does.the.portal.support.audio.and.video.playing.,X18...GIGW.compliant,X19..Availability.of.facility.for.user.to.provide.feedback...comments.regarding.eServices,X20...Information.about.results.of.user.feedback.about.online.services,X21...Existence.of.a.separate.section.for.Help,X22...Existence.of.a.separate.section.on.Frequently.Asked.Questions..FAQ.,X23...Availability.of.sitemap,X24...Availability.of.information.of.the.last.updated.timestamp.on.each.page.of.the.website,X25...Is.last.updated.timestamp.as.of.current.year,X26...Does.the.website.have.relevant.and.updated.contents,X27...Availability.of.Statistics.about.website.usage.by.users..no..of.visitors..average.time.spent.per.visitor.etc.,X28...Availability.of.Statistics.about.transaction.count.of.services.availed.by.users,X29...Information.about.how.to.avail.electronic..digital.signature.facility.for.availing.the.services.,X30...Can.service.application.forms.be.downloaded.online,X31...Are.eServices.available.within.2.clicks.from.home.page,X32...Presence.of.a.What.s.new.section.which.details.the.changes.in.the.website,X33...Is.website.easy.to.find.in.top.search.engines...use.of.search.engine.optimization.technique.,X34...Availability.of.procedures.describing.how.to.fill.and.submit.downloadable.forms.for.provisioning.of.services..How.to.Guides..Audio..Video.Presentations.etc...,X35...Availability.of.search.feature,X36...Is.the.website.available.on.different.front.end.tools...IE..Chrome..Firefox..Mozilla..etc..,X37...Does.the.website.have.built.in.facility.to.populate.content.relevant.to.user.s.recent.activity...interest,X38...Does.the.department.service.portal.have.a.defined.internal.workflow.to.process.a.service.request,X39...Is.the.user.manual.available.to.guide.the.users.,X40...Are.mobile.alerts.available.for.unauthorized.access.to.user.profile..password.changes.etc..,X41...Clear.indication.of.online.security.measures.implemented.on.the.web.page.through.HTTPS..Lock.Symbol.on.the.browser..symbols.for.third.party.security.alliances.etc..,X42...Clear.Indication.of.W3C.Compliance.of.the.web.page.on.the.Home.page,X43...Is.the.web.page.hosted.on.HTTPS.protocol,X44...Is.the.personal.data.of.the.citizens.been.safeguarded.through.the.security.policy.of.the.government,X45...Is.the.web.page.been.assessed.by.TPA.for.the.online.security,X46...Has.the.web.page.mandated.3.factor.authentication.for.username...password,X47...Is.the.user.intimated.by.email.on.password.expiry..reset..change.in.password..change.in.user.profile.etc..,X48...Is.end.service.available.through.email..online..downloadable..,X49...Is.end.service.available.upon.visit.to.respective.centre.department.etc,X50...Is.OTP.facility.available.for.user.authentication.during.final.service.delivery,X51...Are.service.delivery.timelines.published.on.the.website,X52...Whether.the.manual.provision.of.services.been.completely.done.away.by.the.State,X53..Availability.of.feature.to.submit.service.forms.online..PDF.or.web.based.,X54...Availability.of.facility.to.make.Online.payments,X55...Is.digital.signature.facility.available,X56...Does.the.website.allow.multiple.channel.access.for.services.at.different.levels..registration.and.application.on.website..payments.on.mobile.etc...,X57...Single.payment.gateway.for.all.channels,X58...Can.the.service.be.availed.without.the.need.for.a.physical.touch.point.for.document.submission.and.verification.and.mandate.that.all.applications.are.submitted.online,X59...Single.Sign.on..Unique.ID..Aadhaar..sign.in,X60...Are.the.available.citizen.services.linked.to.Digital.Locker,X61...Availability.of.facility.to.make.online.payment.towards.services.availed.on.web.page.using.mobile.device,X62...Does.the.web.page.provide.for.various.payment.options.like.credit..debit..cash.card..internet.banking..mobile.wallet..specific.payment.methods.such.as.Rupay..BHIM.etc..for.availing.a.service.,X63...Is.service.specific.content.integrated.with.data.from.dependent.departments.data.sources.and.auto.populated.while.submitting.service.application.details.online,X64...Is.service.specific.content.integrated.with.data.from.dependent.departments.data.sources.and.relevant.auto.calculations.are.done.while.submitting.details.online.,X65...Are.apps.available.for.each.of.the.services...Availability.of.installable.mobile.applications.for.providing.information.and.availing.the.service,X66...Has.the.webpage.been.integrated.with.Social.Media.Apps.like.Twitter..Facebook.etc..,X67..Availability.of.feature.to.track.Service.Applications..Requests.online,X68...Availability.of.facility.to.log.Grievances...Complaints,X69...Availability.of.Ticket...Complaint.No..for.status.tracking.and.future.follow.ups,X70...Are.service.update.alerts.sent.through.SMS,X71...Information.on.availability.of.features.to.alert.the.citizen.on.each.stage.of.Service.Lifecycle.and.Grievance...Complaints..Service.Request.Receipt..Status.Update..Service.fulfilment.etc...through.SMS.or.Calls.,X72...Does.the.user.get.feedback.on.their.complaints.like.email..call.back.etc.,X73...Availability.of.Information.about.helpline.for.issues.regarding.online.payments.through.web.page,X74...Does.the.web.page.provide.help.desk..online.support..and.call.centre.for.users..
Check examination results online/Online result display (G2C),Department of School Education / Higher Education,https://hpbose.org/Result.aspx,Education,Status and Request Tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,Yes,Yes
Check examination results online/Online result display (G2C),Department of School Education / Higher Education,https://hpbose.org/Result.aspx,Education,Information Security and Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,No,Verify,Verify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
Check examination results online/Online result display (G2C),Department of School Education / Higher Education,https://hpbose.org/Result.aspx,Education,Content Availability,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Check examination results online/Online result display (G2C),Department of School Education / Higher Education,https://hpbose.org/Result.aspx,Education,Ease of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,Yes,No,Verify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Check examination results online/Online result display (G2C),Department of School Education / Higher Education,https://hpbose.org/Result.aspx,Education,Accessibility,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Check examination results online/Online result display (G2C),Department of School Education / Higher Education,https://hpbose.org/Result.aspx,Education,End Service Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Verify,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Verify,Verify,No,No,,,,,,,,
Child Registration (G2B),Social Welfare Department/ Rural Development Department,https://crsorgi.gov.in/web/index.php/auth/login,"Social Welfare including Health,Agriculture,Home and Security",Accessibility,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Verify,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child Registration (G2B),Social Welfare Department/ Rural Development Department,https://crsorgi.gov.in/web/index.php/auth/login,"Social Welfare including Health,Agriculture,Home and Security",Content Availability,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,Yes,Yes,No,No,Verify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child Registration (G2B),Social Welfare Department/ Rural Development Department,https://crsorgi.gov.in/web/index.php/auth/login,"Social Welfare including Health,Agriculture,Home and Security",Ease of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,Yes,No,Verify,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child Registration (G2B),Social Welfare Department/ Rural Development Department,https://crsorgi.gov.in/web/index.php/auth/login,"Social Welfare including Health,Agriculture,Home and Security",Information Security and Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,No,Verify,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Child Registration (G2B),Social Welfare Department/ Rural Development Department,https://crsorgi.gov.in/web/index.php/auth/login,"Social Welfare including Health,Agriculture,Home and Security",End Service Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Verify,Verify,,,,,,,,,,,,,,,,,,,,,,
Child Registration (G2B),Social Welfare Department/ Rural Development Department,https://crsorgi.gov.in/web/index.php/auth/login,"Social Welfare including Health,Agriculture,Home and Security",Integrated Service Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Verify,Yes,Yes,Yes,Yes,No,Yes,Yes,Verify,Verify,No,No,,,,,,,,
Child Registration (G2B),Social Welfare Department/ Rural Development Department,https://crsorgi.gov.in/web/index.php/auth/login,"Social Welfare including Health,Agriculture,Home and Security",Status and Request Tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Verify,No,Yes,Yes,Yes
Death Certificate (G2C),Panchayati Raj/ Rural Development Department,https://crsorgi.gov.in/web/index.php/auth/login,Local governance and utilities,Content Availability,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death Certificate (G2C),Panchayati Raj/ Rural Development Department,https://crsorgi.gov.in/web/index.php/auth/login,Local governance and utilities,Information Security and Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,No,Verify,Verify,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death Certificate (G2C),Panchayati Raj/ Rural Development Department,https://crsorgi.gov.in/web/index.php/auth/login,Local governance and utilities,Accessibility,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Verify,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death Certificate (G2C),Panchayati Raj/ Rural Development Department,https://crsorgi.gov.in/web/index.php/auth/login,Local governance and utilities,Ease of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Verify,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Death Certificate (G2C),Panchayati Raj/ Rural Development Department,https://crsorgi.gov.in/web/index.php/auth/login,Local governance and utilities,Status and Request Tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No,Yes
Death Certificate (G2C),Panchayati Raj/ Rural Development Department,https://crsorgi.gov.in/web/index.php/auth/login,Local governance and utilities,End Service Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Verify,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Verify,Verify,No,No,,,,,,,,
Domicile Certificate (G2C),Revenue Department,https://edistrict.hp.gov.in/pages/staticSite/serviceList.xhtml,Finance,Information Security and Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,Yes,Verify,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domicile Certificate (G2C),Revenue Department,https://edistrict.hp.gov.in/pages/staticSite/serviceList.xhtml,Finance,Content Availability,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domicile Certificate (G2C),Revenue Department,https://edistrict.hp.gov.in/pages/staticSite/serviceList.xhtml,Finance,Accessibility,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domicile Certificate (G2C),Revenue Department,https://edistrict.hp.gov.in/pages/staticSite/serviceList.xhtml,Finance,Status and Request Tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Verify,Verify,No,Yes
Domicile Certificate (G2C),Revenue Department,https://edistrict.hp.gov.in/pages/staticSite/serviceList.xhtml,Finance,End Service Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Verify,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,
Domicile Certificate (G2C),Revenue Department,https://edistrict.hp.gov.in/pages/staticSite/serviceList.xhtml,Finance,Ease of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,Yes,No,Yes,No,Verify,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domicile Certificate (G2C),Revenue Department,https://edistrict.hp.gov.in/pages/staticSite/serviceList.xhtml,Finance,Integrated Service Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,
e-Payment of Bills (Business) (G2B),Department of Power / Electricity Board,https://www.hpseb.in/irj/go/km/docs/internet/New_Website/Pages/Home.html,Local governance and utilities,Content Availability,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-Payment of Bills (G2C),Department of Power / Electricity Board,https://www.hpseb.in/irj/go/km/docs/internet/New_Website/Pages/Home.html,Local governance and utilities,Ease of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,No,No,Yes,No,Verify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-Payment of Bills (G2C),Department of Power / Electricity Board,https://www.hpseb.in/irj/go/km/docs/internet/New_Website/Pages/Home.html,Local governance and utilities,Content Availability,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-Payment of Bills (G2C),Department of Power / Electricity Board,https://www.hpseb.in/irj/go/km/docs/internet/New_Website/Pages/Home.html,Local governance and utilities,Accessibility,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Verify,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-Payment of Bills (G2C),Department of Power / Electricity Board,https://www.hpseb.in/irj/go/km/docs/internet/New_Website/Pages/Home.html,Local governance and utilities,Status and Request Tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Verify,Verify,Yes,Yes,Yes
e-Payment of Bills (G2C),Department of Power / Electricity Board,https://www.hpseb.in/irj/go/km/docs/internet/New_Website/Pages/Home.html,Local governance and utilities,Information Security and Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verify,Yes,No,Yes,No,Verify,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-Payment of Bills (G2C),Department of Power / Electricity Board,https://www.hpseb.in/irj/go/km/docs/internet/New_Website/Pages/Home.html,Local governance and utilities,End Service Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Verify,Verify,Verify,Verify,Yes,Yes,No,Yes,Yes,Yes,Yes,Verify,Yes,Yes,Verify,Verify,Yes,No,,,,,,,,
e-Payment of Electricity Bills (Citizen) (G2C),Department of Power / Electricity Board,http://edistrict.hp.gov.in,Local governance and utilities,Information Security and Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-Payment of Electricity Bills (Citizen) (G2C),Department of Power / Electricity Board,http://edistrict.hp.gov.in,Local governance and utilities,Status and Request Tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,Yes
e-Payment of Electricity Bills (Citizen) (G2C),Department of Power / Electricity Board,http://edistrict.hp.gov.in,Local governance and utilities,Ease of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,Yes,No,Verify,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e-Payment of Electricity Bills (Citizen) (G2C),Department of Power / Electricity Board,http://edistrict.hp.gov.in,Local governance and utilities,End Service Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,Verify,,,,,,,,,,,,,,,,,,,,,,
e-Payment of Electricity Bills (Citizen) (G2C),Department of Power / Electricity Board,http://edistrict.hp.gov.in,Local governance and utilities,Integrated Service Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Verify,Yes,Yes,Verify,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,
e-Payment of Electricity Bills (Citizen) (G2C),Department of Power / Electricity Board,http://edistrict.hp.gov.in,Local governance and utilities,Accessibility,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employee Registration (G2C),Commissionerate of Labour,https://eemis.hp.nic.in/,Labour and Employment,Status and Request Tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,Yes,No
Employee Registration (G2C),Commissionerate of Labour,https://eemis.hp.nic.in/,Labour and Employment,Integrated Service Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Verify,Verify,Yes,Yes,Verify,Yes,Verify,Yes,Yes,No,No,No,No,,,,,,,,
Employer Registration (G2B),Commissionerate of Labour,https://eemis.hp.nic.in/,Labour and Employment,End Service Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,Yes,Yes,Verify,Yes,Yes,Verify,Yes,Yes,Verify,Yes,Verify,Yes,Yes,No,No,No,No,,,,,,,,
Employer Registration (G2B),Commissionerate of Labour,https://eemis.hp.nic.in/,Labour and Employment,Ease of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,No,No,Yes,Verify,Verify,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employer Registration (G2B),Commissionerate of Labour,https://eemis.hp.nic.in/,Labour and Employment,Status and Request Tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,No
Employer Registration (G2B),Commissionerate of Labour,https://eemis.hp.nic.in/,Labour and Employment,Accessibility,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Verify,Yes,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employer Registration (G2B),Commissionerate of Labour,https://eemis.hp.nic.in/,Labour and Employment,Content Availability,,,,,,,,,,,,,,,,,,,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Verify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employer Registration (G2B),Commissionerate of Labour,https://eemis.hp.nic.in/,Labour and Employment,Information Security and Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verify,Yes,No,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final No Objection Certificate / Plan Approval for Occupancy Certificate (business) (G2B),Fire Services,https://himachal.nic.in/index1.php?lang=1&dpt_id=171&level=0&linkid=4522&lid=15482,Environment,Ease of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,Yes,Yes,Yes,No,Verify,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final No Objection Certificate / Plan Approval for Occupancy Certificate (business) (G2B),Fire Services,https://himachal.nic.in/index1.php?lang=1&dpt_id=171&level=0&linkid=4522&lid=15482,Environment,Accessibility,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final No Objection Certificate / Plan Approval for Occupancy Certificate (business) (G2B),Fire Services,https://himachal.nic.in/index1.php?lang=1&dpt_id=171&level=0&linkid=4522&lid=15482,Environment,End Service Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,Yes,No,Verify,Verify,No,No,Verify,Yes,Verify,Verify,Verify,No,No,No,No,,,,,,,,
Final No Objection Certificate / Plan Approval for Occupancy Certificate (business) (G2B),Fire Services,https://himachal.nic.in/index1.php?lang=1&dpt_id=171&level=0&linkid=4522&lid=15482,Environment,Information Security and Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final No Objection Certificate / Plan Approval for Occupancy Certificate (business) (G2B),Fire Services,https://himachal.nic.in/index1.php?lang=1&dpt_id=171&level=0&linkid=4522&lid=15482,Environment,Status and Request Tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,No,No,No,Verify,Yes
Final No Objection Certificate / Plan Approval for Occupancy Certificate (business) (G2B),Fire Services,https://himachal.nic.in/index1.php?lang=1&dpt_id=171&level=0&linkid=4522&lid=15482,Environment,Content Availability,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final No Objection Certificate / Plan Approval for Occupancy Certificate (citizen) (G2C),Fire Services,https://himachal.nic.in/index1.php?lang=1&dpt_id=171&level=0&linkid=4522&lid=15482,Environment,Content Availability,,,,,,,,,,,,,,,,,,,Yes,Verify,No,No,Yes,Yes,Yes,Yes,Yes,Verify,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final No Objection Certificate / Plan Approval for Occupancy Certificate (citizen) (G2C),Fire Services,https://himachal.nic.in/index1.php?lang=1&dpt_id=171&level=0&linkid=4522&lid=15482,Environment,Information Security and Privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,Verify,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final No Objection Certificate / Plan Approval for Occupancy Certificate (citizen) (G2C),Fire Services,https://himachal.nic.in/index1.php?lang=1&dpt_id=171&level=0&linkid=4522&lid=15482,Environment,Status and Request Tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Verify,Yes,Verify,Yes,Yes
Final No Objection Certificate / Plan Approval for Occupancy Certificate (citizen) (G2C),Fire Services,https://himachal.nic.in/index1.php?lang=1&dpt_id=171&level=0&linkid=4522&lid=15482,Environment,Accessibility,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final No Objection Certificate / Plan Approval for Occupancy Certificate (citizen) (G2C),Fire Services,https://himachal.nic.in/index1.php?lang=1&dpt_id=171&level=0&linkid=4522&lid=15482,Environment,Ease of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final No Objection Certificate / Plan Approval for Occupancy Certificate (citizen) (G2C),Fire Services,https://himachal.nic.in/index1.php?lang=1&dpt_id=171&level=0&linkid=4522&lid=15482,Environment,End Service Delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Verify,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,,,,,,,,
Finance,Verify,https://edistrict.hp.gov.in/pages/staticSite/serviceList.xhtml,Finance,Ease of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,No,Yes,Yes,Yes,Yes,No,Verify,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Aid/Assistance (for differently abled / widows / disabled / handicapped etc.) (G2C),Social Welfare Department/ Rural Development Department,https://edistrict.hp.gov.in/pages/staticSite/serviceList.xhtml,"Social Welfare including Health,Agriculture,Home and Security",Status and Request Tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Verify,Yes,Yes
Financial Aid/Assistance (for differently abled / widows / disabled / handicapped etc.) (G2C),Social Welfare Department/ Rural Development Department,https://edistrict.hp.gov.in/pages/staticSite/serviceList.xhtml,"Social Welfare including Health,Agriculture,Home and Security",Content Availability,,,,,,,,,,,,,,,,,,,Yes,Verify,Yes,Yes,Yes,No,No,Yes,Verify,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Financial Aid/Assistance (for differently abled / widows / disabled / handicapped etc.) (G2C),Social Welfare Department/ Rural Development Department,https://edistrict.hp.gov.in/pages/staticSite/serviceList.xhtml,"Social Welfare including Health,Agriculture,Home and Security",Ease of Use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
